ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR497020762318700544,AR449077657301155840,https://transparencyreport.google.com/political-ads/library/advertiser/AR449077657301155840/creative/CR497020762318700544,Image,US,2019-08-21,2019-09-03,CA42438674930991104
CR164102247884521472,AR453487111245398016,https://transparencyreport.google.com/political-ads/library/advertiser/AR453487111245398016/creative/CR164102247884521472,Image,"EU, PL",2019-09-29,2019-10-12,CA268417314058141696
CR463444288546537472,AR453487111245398016,https://transparencyreport.google.com/political-ads/library/advertiser/AR453487111245398016/creative/CR463444288546537472,Image,"EU, PL",2019-09-14,2019-10-12,CA412813977110708224
CR332001934053474304,AR454529310829576192,https://transparencyreport.google.com/political-ads/library/advertiser/AR454529310829576192/creative/CR332001934053474304,Text,US,2018-09-21,2018-09-28,CA188590433419395072
CR405101865114533888,AR454529310829576192,https://transparencyreport.google.com/political-ads/library/advertiser/AR454529310829576192/creative/CR405101865114533888,Text,US,2018-10-12,2018-10-14,CA569518435885645824
CR424974575713910784,AR45687044596301824,https://transparencyreport.google.com/political-ads/library/advertiser/AR45687044596301824/creative/CR424974575713910784,Image,"EU, PL",2019-09-19,2019-10-11,CA152647535746351104
CR134182200030527488,AR458617295061647360,https://transparencyreport.google.com/political-ads/library/advertiser/AR458617295061647360/creative/CR134182200030527488,Video,US,2018-10-11,2018-10-16,CA100264465336893440
CR534158141936369664,AR458617295061647360,https://transparencyreport.google.com/political-ads/library/advertiser/AR458617295061647360/creative/CR534158141936369664,Video,US,2018-10-11,2018-10-16,CA100264465336893440
CR322231673729056768,AR459032910456946688,https://transparencyreport.google.com/political-ads/library/advertiser/AR459032910456946688/creative/CR322231673729056768,Text,US,2018-06-24,2018-07-07,CA538611164028862464
CR355626040887869440,AR459032910456946688,https://transparencyreport.google.com/political-ads/library/advertiser/AR459032910456946688/creative/CR355626040887869440,Image,US,2018-08-02,2018-08-14,CA132134909379608576
CR151625402249379840,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR151625402249379840,Image,US,2018-10-11,2018-10-23,CA415692361113272320
CR427784789995552768,AR462410610177474560,https://transparencyreport.google.com/political-ads/library/advertiser/AR462410610177474560/creative/CR427784789995552768,Text,US,2018-08-06,2018-08-07,CA250503933179461632
CR134923270867648512,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR134923270867648512,Text,US,2018-07-12,2018-08-13,CA552491398817906688
CR425656135484178432,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR425656135484178432,Text,US,2018-09-11,2018-10-10,CA341530301819781120
CR437324152878137344,AR463536510084317184,https://transparencyreport.google.com/political-ads/library/advertiser/AR463536510084317184/creative/CR437324152878137344,Text,US,2018-06-20,2018-07-09,CA494076545057423360
CR374164081810079744,AR465054111008555008,https://transparencyreport.google.com/political-ads/library/advertiser/AR465054111008555008/creative/CR374164081810079744,Image,"CZ, EU",2019-05-11,2019-05-25,CA549355866533396480
CR211812118998024192,AR466124760456101888,https://transparencyreport.google.com/political-ads/library/advertiser/AR466124760456101888/creative/CR211812118998024192,Image,US,2018-08-28,2018-09-05,CA319054085124784128
CR244041003831394304,AR466124760456101888,https://transparencyreport.google.com/political-ads/library/advertiser/AR466124760456101888/creative/CR244041003831394304,Image,US,2018-08-28,2018-09-13,CA432629238227533824
CR113295877149294592,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR113295877149294592,Video,US,2018-09-20,2018-10-03,CA421952980321828864
CR201594357441101824,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR201594357441101824,Video,US,2018-10-31,2018-11-06,CA572199045234163712
CR230202550484205568,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR230202550484205568,Text,US,2018-08-08,2018-09-05,CA133515895984095232
CR244324677831360512,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR244324677831360512,Image,US,2018-08-17,2018-08-28,CA476541533617651712
CR330871636100120576,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR330871636100120576,Video,US,2018-10-16,2018-10-17,CA386487133256286208
CR355036702655381504,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR355036702655381504,Text,US,2018-06-08,2018-07-30,CA231469187879403520
CR433462668041388032,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR433462668041388032,Image,US,2018-08-20,2018-08-30,CA416292694462038016
CR456098313922412544,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR456098313922412544,Text,US,2018-11-06,2018-11-06,CA92643750244777984
CR459999381177761792,AR470291909525372928,https://transparencyreport.google.com/political-ads/library/advertiser/AR470291909525372928/creative/CR459999381177761792,Text,US,2019-01-04,2019-02-07,CA403880307696074752
CR276079673153159168,AR470412855804428288,https://transparencyreport.google.com/political-ads/library/advertiser/AR470412855804428288/creative/CR276079673153159168,Video,US,2018-11-01,2018-11-06,CA491900611546054656
CR349214788586307584,AR470412855804428288,https://transparencyreport.google.com/political-ads/library/advertiser/AR470412855804428288/creative/CR349214788586307584,Video,US,2018-10-27,2018-10-30,CA38607151786098688
CR491730736999563264,AR470412855804428288,https://transparencyreport.google.com/political-ads/library/advertiser/AR470412855804428288/creative/CR491730736999563264,Video,US,2018-11-01,2018-11-06,CA277029651199557632
CR573010484815462400,AR47074490831601664,https://transparencyreport.google.com/political-ads/library/advertiser/AR47074490831601664/creative/CR573010484815462400,Text,US,2018-10-16,2018-11-06,CA264795385317294080
CR398240912557211648,AR473443109850578944,https://transparencyreport.google.com/political-ads/library/advertiser/AR473443109850578944/creative/CR398240912557211648,Image,US,2018-10-10,2018-10-25,CA500134854126469120
CR195932422313869312,AR474748779908562944,https://transparencyreport.google.com/political-ads/library/advertiser/AR474748779908562944/creative/CR195932422313869312,Video,"EU, RO",2019-04-24,2019-04-30,CA310017748811907072
CR267576325101846528,AR475727070379376640,https://transparencyreport.google.com/political-ads/library/advertiser/AR475727070379376640/creative/CR267576325101846528,Text,US,2019-05-28,2019-06-07,CA213673867061755904
CR115455592864153600,AR476313110076981248,https://transparencyreport.google.com/political-ads/library/advertiser/AR476313110076981248/creative/CR115455592864153600,Image,"ES, EU",2019-05-19,2019-05-24,CA223621148758245376
CR542629054394662912,AR476313110076981248,https://transparencyreport.google.com/political-ads/library/advertiser/AR476313110076981248/creative/CR542629054394662912,Image,"ES, EU",2019-05-19,2019-05-24,CA243148475267547136
CR346490473650585600,AR478027248704684032,https://transparencyreport.google.com/political-ads/library/advertiser/AR478027248704684032/creative/CR346490473650585600,Text,"DK, EU",2019-05-23,2019-05-26,CA68727448195301376
CR65742823881703424,AR481432711093813248,https://transparencyreport.google.com/political-ads/library/advertiser/AR481432711093813248/creative/CR65742823881703424,Text,US,2019-06-05,2019-07-24,CA176784702194057216
CR210214528602865664,AR482330462337892352,https://transparencyreport.google.com/political-ads/library/advertiser/AR482330462337892352/creative/CR210214528602865664,Image,US,2018-11-01,2018-11-06,CA220558733996982272
CR236130567425359872,AR484881879070146560,https://transparencyreport.google.com/political-ads/library/advertiser/AR484881879070146560/creative/CR236130567425359872,Text,"EU, SE",2019-04-11,2019-05-26,CA23729110194847744
CR55722699539873792,AR484881879070146560,https://transparencyreport.google.com/political-ads/library/advertiser/AR484881879070146560/creative/CR55722699539873792,Text,"EU, SE",2019-04-10,2019-05-25,CA463955973770313728
CR1010176308019200,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR1010176308019200,Text,US,2019-07-19,2019-07-28,CA173642297961873408
CR102079209278537728,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR102079209278537728,Text,US,2019-02-01,2019-02-09,CA56058050586345472
CR117823116276662272,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR117823116276662272,Text,US,2019-04-23,2019-06-14,CA121380036392517632
CR11847787545100288,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR11847787545100288,Text,US,2019-04-23,2019-06-14,CA88025251652304896
CR138591516535816192,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR138591516535816192,Text,US,2019-05-03,2019-06-14,CA289188600535318528
CR14343266623291392,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR14343266623291392,Image,US,2019-10-03,2019-10-07,CA324950903423500288
CR151609734208684032,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR151609734208684032,Text,US,2019-05-03,2019-06-14,CA545330829342015488
CR175384749013991424,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR175384749013991424,Text,US,2019-04-23,2019-06-14,CA405106812916858880
CR186010429384818688,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR186010429384818688,Text,US,2019-04-29,2019-05-02,CA525627580972269568
CR190971425849344000,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR190971425849344000,Text,US,2019-04-23,2019-06-14,CA334034381297418240
CR203146318103707648,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR203146318103707648,Text,US,2019-02-09,2019-02-28,CA236571471588098048
CR239244384355221504,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR239244384355221504,Text,US,2019-04-29,2019-05-02,CA410222840520900608
CR240968418587574272,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR240968418587574272,Text,US,2019-04-23,2019-06-14,CA231014539821318144
CR244523139680174080,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR244523139680174080,Text,US,2019-02-09,2019-02-28,CA148399435133485056
CR259433616864444416,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR259433616864444416,Text,US,2019-03-18,2019-03-18,CA102229842371543040
CR273619515886010368,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR273619515886010368,Text,US,2019-04-29,2019-05-02,CA293129250209267712
CR274543930287063040,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR274543930287063040,Text,US,2019-05-02,2019-06-14,CA339291146389815296
CR277220691344883712,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR277220691344883712,Text,US,2019-07-03,2019-07-08,CA426543166489886720
CR279434832885317632,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR279434832885317632,Text,US,2019-01-07,2019-02-01,CA286330969814728704
CR281862279681540096,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR281862279681540096,Text,US,2019-05-03,2019-06-14,CA289188600535318528
CR284270485024276480,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR284270485024276480,Text,US,2019-03-13,2019-03-25,CA218757184194871296
CR288548959645859840,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR288548959645859840,Text,US,2019-07-30,2019-09-17,CA330725950809440256
CR292433259348885504,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR292433259348885504,Text,US,2019-03-13,2019-03-25,CA218757184194871296
CR317354789904056320,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR317354789904056320,Text,US,2019-02-09,2019-02-28,CA276752024513544192
CR327662711414456320,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR327662711414456320,Text,US,2019-04-29,2019-05-02,CA293129250209267712
CR329810057623502848,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR329810057623502848,Text,US,2019-02-09,2019-02-28,CA152903034760855552
CR335767486500700160,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR335767486500700160,Text,US,2019-07-03,2019-07-08,CA367996371334070272
CR35104657495818240,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR35104657495818240,Text,US,2019-04-23,2019-06-14,CA39048605704650752
CR355116142370488320,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR355116142370488320,Text,US,2019-05-03,2019-06-14,CA289188600535318528
CR364334447857762304,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR364334447857762304,Text,US,2019-05-04,2019-05-04,CA90811139239182336
CR370905404223258624,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR370905404223258624,Text,US,2019-02-09,2019-02-28,CA94356239605039104
CR426037391141109760,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR426037391141109760,Text,US,2019-07-20,2019-07-27,CA166886898520817664
CR433039905820508160,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR433039905820508160,Text,US,2019-04-23,2019-06-14,CA448313221841944576
CR437635039790891008,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR437635039790891008,Text,US,2019-07-12,2019-07-17,CA61725208393809920
CR439286231377903616,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR439286231377903616,Text,US,2019-02-01,2019-02-09,CA559898258898419712
CR443296150284402688,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR443296150284402688,Text,US,2019-04-29,2019-05-02,CA271737151979257856
CR462489225258860544,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR462489225258860544,Text,US,2019-04-23,2019-07-29,CA572725161548054528
CR472200111955378176,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR472200111955378176,Text,US,2019-04-23,2019-06-14,CA149949746528649216
CR473185274373865472,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR473185274373865472,Text,US,2019-04-23,2019-06-14,CA453942721376157696
CR47574493744332800,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR47574493744332800,Text,US,2019-06-21,2019-06-25,CA291050348599050240
CR48026942779162624,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR48026942779162624,Text,US,2019-05-03,2019-06-14,CA98348566325493760
CR485448127558451200,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR485448127558451200,Text,US,2019-02-01,2019-02-09,CA359488075480432640
CR494366266371342336,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR494366266371342336,Text,US,2019-04-23,2019-06-14,CA352611729760321536
CR504931198724734976,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR504931198724734976,Text,US,2019-05-03,2019-06-14,CA265966914956689408
CR518750135740530688,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR518750135740530688,Text,US,2019-02-09,2019-02-28,CA245226827121950720
CR520018972158984192,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR520018972158984192,Text,US,2019-03-01,2019-04-23,CA453942721376157696
CR525768318460624896,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR525768318460624896,Text,US,2019-04-29,2019-05-02,CA393334341918261248
CR527759534018527232,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR527759534018527232,Text,US,2019-03-02,2019-04-23,CA352611729760321536
CR539842067296157696,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR539842067296157696,Text,US,2019-04-23,2019-06-14,CA339100930878210048
CR541140865406468096,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR541140865406468096,Text,US,2019-06-21,2019-06-25,CA291050348599050240
CR544135660202622976,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR544135660202622976,Text,US,2019-02-01,2019-02-09,CA161329691876130816
CR555907031689592832,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR555907031689592832,Text,US,2019-03-08,2019-03-25,CA153890396202598400
CR564744631275749376,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR564744631275749376,Text,US,2019-05-02,2019-06-14,CA525627580972269568
CR58889293027868672,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR58889293027868672,Text,US,2019-04-29,2019-05-02,CA123118364276031488
CR74282455816732672,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR74282455816732672,Text,US,2019-04-23,2019-06-13,CA60581441423015936
CR78557357025525760,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR78557357025525760,Text,US,2019-04-23,2019-08-10,CA548518313550938112
CR87563731646545920,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR87563731646545920,Image,US,2019-07-19,2019-07-23,CA75689006066565120
CR91119277372866560,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR91119277372866560,Text,US,2019-02-09,2019-02-28,CA242975027308265472
CR9295821057032192,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR9295821057032192,Text,US,2019-03-01,2019-04-23,CA410595574962716672
CR98481332354547712,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR98481332354547712,Text,US,2019-05-02,2019-06-14,CA450614499678879744
CR99047031087038464,AR485896728302583808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR99047031087038464,Text,US,2019-07-03,2019-07-08,CA367996371334070272
CR375679208833155072,AR486291452976955392,https://transparencyreport.google.com/political-ads/library/advertiser/AR486291452976955392/creative/CR375679208833155072,Text,"ES, EU",2019-05-14,2019-05-20,CA323474396746350592
CR148681597304963072,AR487987174784892928,https://transparencyreport.google.com/political-ads/library/advertiser/AR487987174784892928/creative/CR148681597304963072,Image,"ES, EU, FR, IT, RO",2019-09-02,2019-09-16,CA123406711200415744
CR522061452446531584,AR488108533380808704,https://transparencyreport.google.com/political-ads/library/advertiser/AR488108533380808704/creative/CR522061452446531584,Image,"EU, HR",2019-09-27,2019-10-20,CA507952519238909952
CR105446738516508672,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR105446738516508672,Video,US,2019-05-31,2019-06-05,CA129378983484588032
CR106779346609373184,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR106779346609373184,Video,US,2019-05-23,2019-07-15,CA178824571141488640
CR108111404946423808,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR108111404946423808,Video,US,2019-07-15,2019-10-20,CA178824571141488640
CR1106658453356544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR1106658453356544,Video,US,2019-01-03,2019-03-14,CA219287148799459328
CR111032807341424640,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR111032807341424640,Video,US,2019-09-13,2019-10-04,CA551976827376107520
CR114593575747977216,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR114593575747977216,Image,US,2019-05-16,2019-05-28,CA137192113111564288
CR124910843107213312,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124910843107213312,Video,US,2019-08-22,2019-10-20,CA499002357149859840
CR127981504205684736,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR127981504205684736,Video,US,2019-01-17,2019-05-08,CA219287148799459328
CR133332827298070528,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR133332827298070528,Video,US,2019-03-18,2019-03-25,CA401719217591681024
CR133929449795092480,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR133929449795092480,Video,US,2019-09-16,2019-10-16,CA17117197021216768
CR143917275982856192,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR143917275982856192,Video,US,2018-08-03,2019-02-13,CA250882165179416576
CR155110854109429760,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR155110854109429760,Video,US,2019-01-17,2019-04-29,CA105641077196718080
CR157458036556824576,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR157458036556824576,Video,US,2019-05-23,2019-07-15,CA178824571141488640
CR165772818363973632,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR165772818363973632,Video,US,2019-03-18,2019-03-19,CA327409823740067840
CR167389650212618240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR167389650212618240,Video,US,2018-07-25,2019-03-14,CA247504465458888704
CR183433861324079104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR183433861324079104,Video,US,2019-09-16,2019-10-19,CA288348298773790720
CR185894980663902208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR185894980663902208,Video,US,2019-02-04,2019-04-02,CA459173647945302016
CR188220447756648448,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR188220447756648448,Video,US,2019-03-19,2019-03-25,CA90267155861340160
CR190920848314466304,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR190920848314466304,Video,US,2019-03-24,2019-03-25,CA131037047019274240
CR194587169837285376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR194587169837285376,Video,US,2018-06-01,2019-04-26,CA469728959571951616
CR194609709825654784,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR194609709825654784,Video,US,2019-02-14,2019-03-05,CA550617831004176384
CR197894500813635584,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR197894500813635584,Video,US,2018-06-01,2019-04-24,CA91426590872829952
CR198702092104237056,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR198702092104237056,Image,US,2019-03-12,2019-05-11,CA284059378791743488
CR209177414259965952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR209177414259965952,Video,US,2019-08-20,2019-08-31,CA213575460771069952
CR210323105376108544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR210323105376108544,Video,US,2019-09-07,2019-10-20,CA439564407819730944
CR211722096483500032,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR211722096483500032,Video,US,2019-09-16,2019-10-09,CA229736357554028544
CR213758529457094656,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR213758529457094656,Image,US,2019-05-09,2019-05-20,CA499605164399788032
CR215784929387085824,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR215784929387085824,Image,US,2019-05-30,2019-06-01,CA284059378791743488
CR215955078811484160,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR215955078811484160,Video,US,2018-10-03,2019-04-09,CA316430650380910592
CR221406182584090624,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR221406182584090624,Video,US,2019-09-07,2019-10-19,CA499002357149859840
CR222343516246769664,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR222343516246769664,Image,US,2019-05-08,2019-05-11,CA518323250351046656
CR225172834542944256,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR225172834542944256,Text,US,2019-03-25,2019-04-01,CA456826740375814144
CR225918028548669440,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR225918028548669440,Video,US,2019-05-31,2019-06-13,CA14389583550611456
CR227122543536898048,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR227122543536898048,Image,US,2019-07-16,2019-10-16,CA245699891999801344
CR232269769783377920,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR232269769783377920,Video,US,2019-09-16,2019-10-20,CA459173647945302016
CR23334660398383104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR23334660398383104,Image,US,2019-07-15,2019-08-03,CA284059378791743488
CR234291909105811456,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR234291909105811456,Video,US,2019-05-31,2019-06-03,CA178824571141488640
CR239057467378499584,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR239057467378499584,Image,US,2019-04-10,2019-04-11,CA264889943317282816
CR245065473790574592,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR245065473790574592,Video,US,2019-08-20,2019-09-04,CA240597058535292928
CR247640804900732928,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR247640804900732928,Video,US,2018-08-03,2019-02-13,CA178824571141488640
CR248174617796018176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR248174617796018176,Video,US,2019-03-21,2019-03-25,CA535138356552531968
CR248595318432595968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR248595318432595968,Video,US,2019-09-16,2019-10-19,CA499002357149859840
CR264390215282458624,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR264390215282458624,Image,US,2019-04-10,2019-04-11,CA30791273380052992
CR26682948182867968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR26682948182867968,Video,US,2018-08-16,2019-04-22,CA551976827376107520
CR270188214973628416,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR270188214973628416,Image,US,2019-07-15,2019-10-20,CA30791273380052992
