ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR122212916450557952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR122212916450557952,Video,US,2018-07-24,2019-01-15,CA121051832171626496,15,≤ 10k,0,100
CR124392698252623872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR124392698252623872,Video,US,2019-01-17,2019-03-31,CA349081747679346688,62,≤ 10k,0,100
CR133929449795092480,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR133929449795092480,Video,US,2019-09-16,2019-10-16,CA17117197021216768,26,≤ 10k,0,100
CR134065926675890176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR134065926675890176,Image,US,2019-05-09,2019-05-20,CA474087423664455680,12,10k-100k,0,100
CR145233941157117952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145233941157117952,Text,US,2019-03-25,2019-04-09,CA456826740375814144,11,≤ 10k,0,100
CR145249884075720704,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR145249884075720704,Video,US,2018-08-03,2019-02-14,CA499002357149859840,21,≤ 10k,0,100
CR153036075667816448,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR153036075667816448,Video,US,2019-03-18,2019-03-25,CA472650911722766336,8,≤ 10k,0,100
CR161198849992425472,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR161198849992425472,Video,US,2019-03-18,2019-03-25,CA113488841439969280,8,≤ 10k,0,100
CR161931674492338176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR161931674492338176,Video,US,2018-07-31,2019-03-31,CA349081747679346688,99,≤ 10k,0,100
CR169369320898428928,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169369320898428928,Video,US,2019-02-08,2019-03-13,CA460545838456766464,14,10k-100k,0,100
CR179241011170508800,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179241011170508800,Video,US,2019-07-11,2019-10-01,CA105641077196718080,40,≤ 10k,0,100
CR179565367100702720,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179565367100702720,Video,US,2019-08-08,2019-10-15,CA114894567056080896,51,≤ 10k,0,100
CR180543382693609472,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR180543382693609472,Video,US,2019-05-23,2019-07-07,CA105641077196718080,21,≤ 10k,0,100
CR182448698905591808,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR182448698905591808,Video,US,2019-09-16,2019-10-20,CA439564407819730944,33,≤ 10k,0,100
CR184336972687343616,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR184336972687343616,Video,US,2019-03-29,2019-05-01,CA102357385720365056,22,≤ 10k,0,100
CR185745721960431616,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR185745721960431616,Image,US,2019-07-15,2019-10-20,CA53719939109879808,96,10k-100k,0,100
CR186871621867274240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR186871621867274240,Image,US,2019-07-15,2019-10-10,CA284059378791743488,73,10k-100k,0,100
CR187194328530026496,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR187194328530026496,Image,US,2019-05-09,2019-05-20,CA501552124614672384,12,10k-100k,0,100
CR189722930396004352,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR189722930396004352,Video,US,2018-08-03,2019-04-03,CA421139341717274624,102,≤ 10k,0,100
CR190285880349425664,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR190285880349425664,Video,US,2018-08-03,2019-04-08,CA349081747679346688,108,≤ 10k,0,100
CR191130442718511104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR191130442718511104,Video,US,2019-09-16,2019-10-20,CA102357385720365056,35,≤ 10k,0,100
CR192442572407308288,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR192442572407308288,Video,US,2019-03-18,2019-03-25,CA74082344700477440,8,≤ 10k,0,100
CR194446569787883520,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR194446569787883520,Video,US,2019-09-16,2019-10-20,CA550617831004176384,35,10k-100k,0,100
CR194983543779098624,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR194983543779098624,Video,US,2019-02-08,2019-04-02,CA421139341717274624,24,10k-100k,0,100
CR195948090354565120,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR195948090354565120,Video,US,2019-08-20,2019-09-04,CA516442535711735808,14,≤ 10k,0,100
CR201379402917871616,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR201379402917871616,Video,US,2019-03-18,2019-03-25,CA488976460371984384,8,≤ 10k,0,100
CR205434951556923392,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR205434951556923392,Video,US,2018-10-03,2019-05-08,CA544038353423564800,156,≤ 10k,0,100
CR207290377428795392,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR207290377428795392,Video,US,2019-03-18,2019-03-24,CA126295952880304128,7,≤ 10k,0,100
CR211722096483500032,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR211722096483500032,Video,US,2019-09-16,2019-10-09,CA229736357554028544,20,≤ 10k,0,100
CR21445012227096576,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR21445012227096576,Video,US,2019-09-16,2019-10-11,CA499002357149859840,26,≤ 10k,0,100
CR216269264259121152,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR216269264259121152,Video,US,2019-09-04,2019-09-19,CA30091159351066624,10,≤ 10k,0,100
CR223686294822191104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR223686294822191104,Video,US,2019-03-18,2019-03-25,CA305454775556636672,8,≤ 10k,0,100
CR229104963001778176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR229104963001778176,Video,US,2019-08-08,2019-10-15,CA17117197021216768,50,≤ 10k,0,100
CR229278960716873728,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR229278960716873728,Video,US,2018-06-11,2019-05-04,CA247504465458888704,198,≤ 10k,0,100
CR233256444030353408,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR233256444030353408,Video,US,2019-03-18,2019-03-25,CA173161536502628352,8,≤ 10k,0,100
CR239656701215637504,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR239656701215637504,Video,US,2019-03-12,2019-03-13,CA303799460801019904,2,≤ 10k,0,100
CR24238458956414976,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR24238458956414976,Image,US,2019-06-26,2019-06-26,CA47626720546652160,1,10k-100k,0,100
CR24705751398219776,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR24705751398219776,Video,US,2019-08-20,2019-08-31,CA529953334593847296,12,≤ 10k,0,100
CR251223563539841024,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR251223563539841024,Image,US,2019-02-26,2019-03-14,CA474087423664455680,17,10k-100k,0,100
CR256404462329921536,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR256404462329921536,Video,US,2019-03-12,2019-03-13,CA499002357149859840,2,≤ 10k,0,100
CR257519367120486400,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR257519367120486400,Video,US,2019-02-14,2019-02-15,CA114894567056080896,2,≤ 10k,0,100
CR259996566817865728,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR259996566817865728,Video,US,2019-03-18,2019-03-25,CA467584362141974528,8,≤ 10k,0,100
CR260530104835244032,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR260530104835244032,Image,US,2019-07-15,2019-08-03,CA515994759601324032,20,10k-100k,0,100
CR260818176881721344,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR260818176881721344,Image,US,2019-06-25,2019-07-11,CA135473026681536512,17,10k-100k,0,100
CR26431984653828096,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR26431984653828096,Image,US,2019-07-24,2019-07-31,CA137192113111564288,8,10k-100k,0,100
CR266575219764756480,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR266575219764756480,Image,US,2019-03-25,2019-04-16,CA284871093250949120,18,100k-1M,0,100
CR266847211453677568,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR266847211453677568,Video,US,2019-09-16,2019-10-20,CA178824571141488640,35,≤ 10k,0,100
CR270409491688718336,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR270409491688718336,Video,US,2018-07-25,2019-03-15,CA87872969291857920,57,≤ 10k,0,100
CR27709342287396864,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR27709342287396864,Video,US,2019-03-18,2019-03-25,CA228893581891338240,8,≤ 10k,0,100
CR277316623734407168,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR277316623734407168,Video,US,2018-10-03,2019-04-09,CA530105342076387328,84,≤ 10k,0,100
CR278462314850549760,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR278462314850549760,Video,US,2018-07-17,2019-04-07,CA87872969291857920,77,≤ 10k,0,100
CR279775406612021248,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR279775406612021248,Video,US,2019-05-13,2019-07-03,CA303799460801019904,30,10k-100k,0,100
CR282138257100111872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR282138257100111872,Video,US,2019-05-23,2019-07-07,CA105641077196718080,24,≤ 10k,0,100
CR282775973844221952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR282775973844221952,Video,US,2019-05-31,2019-07-13,CA303799460801019904,33,≤ 10k,0,100
CR292855471813951488,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR292855471813951488,Image,US,2019-02-26,2019-03-05,CA135473026681536512,8,100k-1M,0,100
CR292962811636613120,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR292962811636613120,Video,US,2019-09-16,2019-10-20,CA178824571141488640,35,≤ 10k,0,100
CR293349702290636800,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR293349702290636800,Video,US,2018-07-24,2019-01-15,CA349081747679346688,14,≤ 10k,0,100
CR294605069691650048,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR294605069691650048,Video,US,2019-06-19,2019-07-11,CA105641077196718080,19,≤ 10k,0,100
CR300201858754936832,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR300201858754936832,Video,US,2018-08-04,2018-08-12,CA229736357554028544,9,≤ 10k,0,100
CR300921763993223168,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR300921763993223168,Image,US,2019-07-15,2019-10-20,CA30791273380052992,96,10k-100k,0,100
CR310621105817649152,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR310621105817649152,Image,US,2019-05-08,2019-05-11,CA569410958624030720,4,10k-100k,0,100
CR316360419075686400,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR316360419075686400,Video,US,2019-09-16,2019-10-09,CA229736357554028544,19,≤ 10k,0,100
CR320254476944408576,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR320254476944408576,Video,US,2019-06-17,2019-06-27,CA212132626637520896,11,≤ 10k,0,100
CR326574744658771968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR326574744658771968,Video,US,2018-10-03,2019-04-23,CA421139341717274624,82,≤ 10k,0,100
CR32990846391418880,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR32990846391418880,Video,US,2018-10-31,2019-05-08,CA209646081091305472,137,≤ 10k,0,100
CR33106020234428416,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR33106020234428416,Video,US,2019-08-29,2019-10-20,CA178824571141488640,41,≤ 10k,0,100
CR331752619791876096,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR331752619791876096,Video,US,2019-05-31,2019-06-04,CA408454550945529856,5,≤ 10k,0,100
CR33266823809990656,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR33266823809990656,Video,US,2018-07-24,2018-07-25,CA114894567056080896,2,≤ 10k,0,100
CR334388973797376,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR334388973797376,Video,US,2019-09-16,2019-10-15,CA229736357554028544,21,≤ 10k,0,100
CR335395026936791040,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR335395026936791040,Video,US,2018-06-11,2018-06-14,CA247504465458888704,4,≤ 10k,0,100
CR338385698564341760,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR338385698564341760,Video,US,2018-07-24,2019-01-17,CA459173647945302016,18,≤ 10k,0,100
CR338903018785210368,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR338903018785210368,Image,US,2019-02-26,2019-03-14,CA501552124614672384,17,100k-1M,0,100
CR346527307290116096,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR346527307290116096,Image,US,2019-06-24,2019-07-15,CA284059378791743488,18,100k-1M,0,100
CR34861115670265856,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR34861115670265856,Video,US,2018-10-03,2019-04-24,CA114894567056080896,115,≤ 10k,0,100
CR350031725725745152,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR350031725725745152,Video,US,2018-06-01,2019-05-10,CA196487125930082304,143,≤ 10k,0,100
CR353781885010182144,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR353781885010182144,Image,US,2019-07-03,2019-07-24,CA30791273380052992,22,10k-100k,0,100
CR354964959521669120,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR354964959521669120,Image,US,2019-07-15,2019-10-20,CA515994759601324032,97,10k-100k,0,100
CR361424315456946176,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR361424315456946176,Video,US,2019-03-18,2019-03-25,CA136569789530243072,8,10k-100k,0,100
CR367070994860343296,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR367070994860343296,Video,US,2019-10-07,2019-10-20,CA374336567696687104,14,≤ 10k,0,100
CR367587078130630656,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR367587078130630656,Video,US,2019-02-27,2019-03-15,CA499002357149859840,17,≤ 10k,0,100
CR373683595228741632,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR373683595228741632,Image,US,2019-05-22,2019-07-15,CA264889943317282816,55,10k-100k,0,100
CR374064301129859072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR374064301129859072,Video,US,2019-03-18,2019-03-19,CA564411754130440192,2,≤ 10k,0,100
CR374486513594925056,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR374486513594925056,Video,US,2019-03-18,2019-03-25,CA257604029515825152,8,≤ 10k,0,100
CR375540395490148352,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR375540395490148352,Video,US,2018-07-24,2018-07-25,CA114894567056080896,2,≤ 10k,0,100
CR377803190420111360,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR377803190420111360,Video,US,2018-10-03,2019-04-22,CA544038353423564800,140,10k-100k,0,100
CR380044132556472320,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR380044132556472320,Video,US,2019-09-17,2019-10-14,CA441963267313631232,19,≤ 10k,0,100
CR384450562843738112,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR384450562843738112,Image,US,2019-06-24,2019-07-15,CA264889943317282816,22,10k-100k,0,100
CR384536324750704640,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR384536324750704640,Video,US,2019-08-20,2019-09-04,CA343053950057971712,14,≤ 10k,0,100
CR388922001755996160,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR388922001755996160,Video,US,2019-03-08,2019-03-17,CA303799460801019904,10,≤ 10k,0,100
CR395091636377354240,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR395091636377354240,Video,US,2019-08-20,2019-08-31,CA449451491254599680,12,≤ 10k,0,100
CR396066903191191552,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR396066903191191552,Video,US,2019-06-18,2019-06-19,CA439564407819730944,2,10k-100k,0,100
CR396623256074846208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR396623256074846208,Image,US,2019-07-15,2019-10-20,CA499605164399788032,97,10k-100k,0,100
CR405429794457518080,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR405429794457518080,Image,US,2019-05-01,2019-05-13,CA53719939109879808,11,10k-100k,0,100
CR405730236009807872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR405730236009807872,Video,US,2019-03-18,2019-03-25,CA57756796051259392,6,≤ 10k,0,100
CR410925703328956416,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR410925703328956416,Image,US,2019-07-15,2019-10-20,CA501552124614672384,97,10k-100k,0,100
CR412985088607780864,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR412985088607780864,Video,US,2019-09-13,2019-10-01,CA196487125930082304,4,≤ 10k,0,100
CR416591761624793088,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR416591761624793088,Video,US,2018-08-03,2019-04-22,CA460545838456766464,134,≤ 10k,0,100
CR417088740880547840,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR417088740880547840,Video,US,2018-07-31,2019-04-08,CA87872969291857920,191,≤ 10k,0,100
CR422756173565919232,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR422756173565919232,Video,US,2019-01-17,2019-03-18,CA460545838456766464,45,≤ 10k,0,100
CR430893659123089408,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR430893659123089408,Image,US,2019-04-26,2019-05-14,CA137192113111564288,19,100k-1M,0,100
CR431941768582266880,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR431941768582266880,Video,US,2019-06-08,2019-06-30,CA196487125930082304,11,≤ 10k,0,100
CR43331203494838272,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR43331203494838272,Video,US,2019-03-20,2019-03-25,CA215382783009226752,6,≤ 10k,0,100
CR437711180971114496,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR437711180971114496,Video,US,2018-06-01,2019-05-04,CA91426590872829952,152,≤ 10k,0,100
CR441264939991040000,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR441264939991040000,Video,US,2019-09-16,2019-10-14,CA114894567056080896,23,≤ 10k,0,100
CR443447882889035776,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR443447882889035776,Video,US,2019-03-18,2019-03-24,CA126295952880304128,7,≤ 10k,0,100
CR44503008012140544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR44503008012140544,Video,US,2019-05-21,2019-07-02,CA441963267313631232,20,≤ 10k,0,100
CR452854479742566400,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR452854479742566400,Image,US,2019-06-24,2019-07-15,CA308157100259803136,22,10k-100k,0,100
CR454495775724929024,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR454495775724929024,Video,US,2019-03-18,2019-03-25,CA113488841439969280,8,≤ 10k,0,100
CR469384537554550784,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR469384537554550784,Image,US,2019-07-15,2019-10-20,CA284059378791743488,95,10k-100k,0,100
CR470316923414904832,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR470316923414904832,Video,US,2019-07-15,2019-10-15,CA460545838456766464,47,≤ 10k,0,100
CR472158330513522688,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR472158330513522688,Video,US,2019-03-18,2019-03-25,CA246907980400820224,8,≤ 10k,0,100
CR473730357263335424,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR473730357263335424,Video,US,2019-05-23,2019-06-29,CA105641077196718080,16,≤ 10k,0,100
CR474899413001568256,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR474899413001568256,Video,US,2018-10-31,2019-04-24,CA421139341717274624,64,≤ 10k,0,100
CR479216370530123776,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR479216370530123776,Video,US,2019-06-19,2019-07-02,CA499002357149859840,14,≤ 10k,0,100
CR481280428733366272,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR481280428733366272,Video,US,2018-10-03,2019-04-29,CA121051832171626496,110,≤ 10k,0,100
CR481575922483331072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR481575922483331072,Image,US,2019-07-15,2019-08-03,CA284059378791743488,18,10k-100k,0,100
CR483742372706910208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR483742372706910208,Video,US,2019-10-07,2019-10-20,CA374336567696687104,14,≤ 10k,0,100
CR484811510325968896,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR484811510325968896,Video,US,2019-03-29,2019-05-01,CA102357385720365056,22,≤ 10k,0,100
CR488483879162740736,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR488483879162740736,Video,US,2019-03-18,2019-03-25,CA306439937975123968,8,≤ 10k,0,100
CR490223031679975424,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR490223031679975424,Video,US,2019-05-31,2019-06-13,CA241821364732821504,14,≤ 10k,0,100
CR502599684318035968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR502599684318035968,Video,US,2019-09-04,2019-09-19,CA150280974406516736,11,≤ 10k,0,100
CR506099979585060864,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR506099979585060864,Video,US,2019-05-21,2019-07-01,CA441963267313631232,18,≤ 10k,0,100
CR513962587235287040,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR513962587235287040,Image,US,2019-05-14,2019-05-17,CA47626720546652160,4,10k-100k,0,100
CR515888931607150592,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR515888931607150592,Image,US,2019-05-18,2019-07-15,CA47626720546652160,59,100k-1M,0,100
CR520676067795533824,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR520676067795533824,Video,US,2019-09-16,2019-10-19,CA459173647945302016,30,≤ 10k,0,100
CR52197665261223936,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR52197665261223936,Video,US,2019-03-18,2019-03-25,CA56067946190995456,8,≤ 10k,0,100
CR522823826321440768,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR522823826321440768,Video,US,2019-03-19,2019-03-25,CA4276550476234752,7,≤ 10k,0,100
CR531338444366938112,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR531338444366938112,Video,US,2019-03-20,2019-03-25,CA534012456645689344,6,≤ 10k,0,100
CR531947298930819072,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR531947298930819072,Video,US,2019-05-23,2019-07-15,CA499002357149859840,48,≤ 10k,0,100
CR535559057189109760,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR535559057189109760,Video,US,2019-09-16,2019-10-20,CA459173647945302016,35,≤ 10k,0,100
CR536087509965209600,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR536087509965209600,Text,US,2019-06-07,2019-07-15,CA455760763852685312,39,≤ 10k,0,100
CR542372043551670272,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR542372043551670272,Video,US,2019-02-14,2019-02-15,CA421139341717274624,2,≤ 10k,0,100
